gene,stage,direction,image_url
CG12212,5,ventral,"('75445_s.bmp', '75452_s.bmp', '75453_s.bmp')"
CG12212,6,dorsal,"('75436_s.bmp', '75437_s.bmp')"
CG12212,6,lateral,"('75438_s.bmp', '75439_s.bmp', '75464_s.bmp')"
CG12212,6,ventral,"('75433_s.bmp',)"
CG12214,1,lateral,"('46844_s.bmp',)"
CG12214,6,dorsal,"('46851_s.bmp', '46852_s.bmp', '46853_s.bmp', '46858_s.bmp', '46859_s.bmp', '46860_s.bmp', '46868_s.bmp', '46869_s.bmp', '46870_s.bmp')"
CG12214,6,lateral,"('46849_s.bmp', '46850_s.bmp', '46854_s.bmp', '46861_s.bmp', '46866_s.bmp', '46876_s.bmp', '46877_s.bmp')"
CG12214,6,ventral,"('46862_s.bmp', '46863_s.bmp')"
CG12218,1,lateral,"('16202_s.bmp', '16203_s.bmp', '16214_s.bmp', '16215_s.bmp')"
CG12218,2,dorsal,"('16206_s.bmp',)"
CG12218,2,lateral,"('16204_s.bmp', '16205_s.bmp', '16207_s.bmp')"
CG12218,3,lateral,"('16216_s.bmp',)"
CG12219,1,lateral,"('103683_s.bmp',)"
CG12219,2,lateral,"('103684_s.bmp',)"
CG12230,1,lateral,"('68333_s.bmp', '9502_s.bmp')"
CG12230,2,lateral,"('9493_s.bmp', '9503_s.bmp', '68334_s.bmp')"
CG12230,3,lateral,"('9494_s.bmp', '9504_s.bmp')"
CG12230,3,ventral,"('68335_s.bmp',)"
CG12230,4,dorsal,"('9505_s.bmp', '68338_s.bmp')"
CG12230,5,dorsal,"('68336_s.bmp',)"
CG12230,5,lateral,"('68339_s.bmp', '68340_s.bmp', '68341_s.bmp', '68342_s.bmp', '68343_s.bmp', '68352_s.bmp', '68360_s.bmp', '9495_s.bmp', '9506_s.bmp', '9507_s.bmp', '9508_s.bmp', '9509_s.bmp')"
CG12230,5,ventral,"('68344_s.bmp',)"
CG12230,6,lateral,"('9496_s.bmp', '9498_s.bmp', '9499_s.bmp', '9500_s.bmp', '9501_s.bmp', '9510_s.bmp', '9511_s.bmp', '9512_s.bmp', '9513_s.bmp', '9514_s.bmp', '9515_s.bmp', '68357_s.bmp')"
CG12230,6,ventral,"('68353_s.bmp', '68355_s.bmp', '68356_s.bmp')"
CG12233,1,lateral,"('35143_s.bmp',)"
CG12233,4,dorsal,"('35145_s.bmp', '35146_s.bmp')"
CG12233,5,dorsal,"('35148_s.bmp',)"
CG12233,5,lateral,"('35147_s.bmp',)"
CG12233,6,lateral,"('35149_s.bmp', '35150_s.bmp')"
CG12236,1,lateral,"('14403_s.bmp', '14404_s.bmp')"
CG12236,2,lateral,"('14405_s.bmp', '14406_s.bmp', '14407_s.bmp')"
CG12236,6,lateral,"('14413_s.bmp',)"
CG12238,1,lateral,"('18508_s.bmp',)"
CG12238,2,lateral,"('18509_s.bmp',)"
CG12238,5,dorsal,"('18512_s.bmp',)"
CG12238,5,lateral,"('18510_s.bmp', '18511_s.bmp', '18513_s.bmp', '18514_s.bmp', '18515_s.bmp', '18516_s.bmp', '18518_s.bmp')"
CG12238,5,ventral,"('18517_s.bmp',)"
CG12238,6,lateral,"('18520_s.bmp', '18522_s.bmp')"
CG12238,6,ventral,"('18519_s.bmp',)"
CG12239,6,dorsal,"('69629_s.bmp',)"
CG12239,6,lateral,"('69632_s.bmp',)"
CG12239,6,ventral,"('69624_s.bmp', '69627_s.bmp', '69628_s.bmp')"
CG12245,2,dorsal,"('75498_s.bmp',)"
CG12245,2,lateral,"('75491_s.bmp', '75492_s.bmp', '75495_s.bmp', '75496_s.bmp', '75499_s.bmp')"
CG12245,2,ventral,"('75493_s.bmp', '75503_s.bmp')"
CG12245,3,lateral,"('75508_s.bmp', '75509_s.bmp', '75513_s.bmp')"
CG12245,4,lateral,"('75542_s.bmp', '75543_s.bmp', '75544_s.bmp', '75545_s.bmp', '75546_s.bmp', '75547_s.bmp')"
CG12245,4,ventral,"('75548_s.bmp',)"
CG12245,5,dorsal,"('75514_s.bmp', '75515_s.bmp')"
CG12245,5,lateral,"('75527_s.bmp', '75529_s.bmp', '75530_s.bmp')"
CG12245,5,ventral,"('75516_s.bmp', '75517_s.bmp', '75518_s.bmp', '75520_s.bmp')"
CG12245,6,dorsal,"('75540_s.bmp', '75541_s.bmp')"
CG12245,6,lateral,"('75538_s.bmp', '75539_s.bmp')"
CG12245,6,ventral,"('75536_s.bmp',)"
CG12249,1,lateral,"('28665_s.bmp', '52849_s.bmp')"
CG12249,2,lateral,"('52826_s.bmp', '52827_s.bmp', '52828_s.bmp', '52839_s.bmp', '52865_s.bmp', '52866_s.bmp', '28666_s.bmp', '28667_s.bmp', '28668_s.bmp', '28672_s.bmp')"
CG12249,2,ventral,"('52829_s.bmp', '52830_s.bmp', '28669_s.bmp', '28670_s.bmp')"
CG12249,3,lateral,"('52845_s.bmp', '52850_s.bmp')"
CG12249,4,dorsal,"('52867_s.bmp',)"
CG12249,4,lateral,"('52831_s.bmp', '52832_s.bmp', '28673_s.bmp', '28674_s.bmp', '28675_s.bmp')"
CG12249,5,dorsal,"('28676_s.bmp', '28680_s.bmp')"
CG12249,5,lateral,"('28677_s.bmp', '28681_s.bmp', '52843_s.bmp', '52848_s.bmp')"
CG12249,5,ventral,"('28678_s.bmp', '28682_s.bmp', '52858_s.bmp')"
CG12249,6,dorsal,"('52854_s.bmp', '52855_s.bmp')"
CG12249,6,lateral,"('52836_s.bmp', '52856_s.bmp', '52857_s.bmp', '52871_s.bmp', '28683_s.bmp', '28686_s.bmp', '28689_s.bmp', '28690_s.bmp')"
CG12249,6,ventral,"('52835_s.bmp', '28685_s.bmp', '28688_s.bmp')"
CG1225,1,lateral,"('37624_s.bmp',)"
CG1225,2,dorsal,"('37631_s.bmp',)"
CG1225,2,lateral,"('37625_s.bmp', '37626_s.bmp', '37627_s.bmp', '37628_s.bmp', '37630_s.bmp')"
CG1225,2,ventral,"('37629_s.bmp',)"
CG1225,4,lateral,"('37634_s.bmp', '37635_s.bmp')"
CG1225,4,ventral,"('37632_s.bmp', '37633_s.bmp')"
CG1225,5,dorsal,"('37639_s.bmp',)"
CG1225,5,lateral,"('37636_s.bmp', '37637_s.bmp', '37638_s.bmp', '37640_s.bmp')"
CG1225,6,dorsal,"('37642_s.bmp',)"
CG1225,6,lateral,"('37641_s.bmp',)"
CG12262,1,lateral,"('68373_s.bmp', '9539_s.bmp')"
CG12262,3,lateral,"('68375_s.bmp', '9540_s.bmp')"
CG12262,4,dorsal,"('68376_s.bmp', '68377_s.bmp')"
CG12262,4,lateral,"('9541_s.bmp',)"
CG12262,5,dorsal,"('9545_s.bmp',)"
CG12262,5,lateral,"('68378_s.bmp', '9543_s.bmp', '9544_s.bmp')"
CG12262,6,dorsal,"('68379_s.bmp', '68382_s.bmp', '68386_s.bmp', '68388_s.bmp')"
CG12262,6,lateral,"('9547_s.bmp', '9548_s.bmp', '9549_s.bmp', '9550_s.bmp', '9551_s.bmp', '68385_s.bmp', '68389_s.bmp')"
CG12267,1,lateral,"('6297_s.bmp',)"
CG12267,2,lateral,"('6298_s.bmp',)"
CG12267,3,lateral,"('6294_s.bmp',)"
CG12267,4,dorsal,"('6299_s.bmp',)"
CG12267,4,lateral,"('6293_s.bmp', '6296_s.bmp')"
CG12267,5,lateral,"('6295_s.bmp',)"
CG12268,5,dorsal,"('30291_s.bmp', '30301_s.bmp')"
CG12268,5,lateral,"('30292_s.bmp',)"
CG12268,6,dorsal,"('30295_s.bmp', '30299_s.bmp')"
CG12268,6,lateral,"('30294_s.bmp', '30302_s.bmp')"
CG12268,6,ventral,"('30298_s.bmp',)"
CG12276,1,lateral,"('46634_s.bmp',)"
CG12276,2,dorsal,"('46635_s.bmp',)"
CG12276,3,dorsal,"('46636_s.bmp',)"
CG12276,4,dorsal,"('46637_s.bmp', '46638_s.bmp')"
CG12276,5,lateral,"('46642_s.bmp',)"
CG12276,5,ventral,"('46639_s.bmp', '46640_s.bmp', '46641_s.bmp', '46643_s.bmp')"
CG12276,6,dorsal,"('46645_s.bmp',)"
CG12276,6,lateral,"('46644_s.bmp', '46646_s.bmp', '46647_s.bmp')"
CG1228,1,lateral,"('37371_s.bmp',)"
CG1228,2,lateral,"('37372_s.bmp',)"
CG1228,3,lateral,"('37373_s.bmp',)"
CG1228,4,lateral,"('37374_s.bmp',)"
CG1228,5,lateral,"('37375_s.bmp', '37377_s.bmp')"
CG1228,6,lateral,"('37378_s.bmp', '37379_s.bmp', '37380_s.bmp', '37381_s.bmp')"
CG12284,1,lateral,"('20208_s.bmp', '20209_s.bmp')"
CG12284,2,dorsal,"('20212_s.bmp',)"
CG12284,2,lateral,"('20210_s.bmp', '20211_s.bmp', '20213_s.bmp', '20214_s.bmp', '20215_s.bmp', '20217_s.bmp', '20218_s.bmp')"
CG12284,3,lateral,"('20219_s.bmp',)"
CG12284,4,lateral,"('20220_s.bmp',)"
CG12284,4,ventral,"('20221_s.bmp', '20222_s.bmp')"
CG12284,5,lateral,"('20223_s.bmp', '20224_s.bmp', '20225_s.bmp', '20226_s.bmp', '20229_s.bmp', '20230_s.bmp')"
CG12284,5,ventral,"('20227_s.bmp', '20228_s.bmp')"
CG12284,6,lateral,"('20231_s.bmp',)"
CG12286,5,lateral,"('11947_s.bmp', '11948_s.bmp', '11950_s.bmp', '11951_s.bmp')"
CG12286,6,dorsal,"('11953_s.bmp', '11956_s.bmp')"
CG12286,6,lateral,"('11952_s.bmp', '11955_s.bmp')"
CG12287,5,dorsal,"('21908_s.bmp', '21910_s.bmp', '21914_s.bmp', '21915_s.bmp', '21916_s.bmp', '21908_s.bmp', '21910_s.bmp', '21914_s.bmp', '21915_s.bmp', '21916_s.bmp')"
CG12287,5,lateral,"('36257_s.bmp', '36258_s.bmp', '21912_s.bmp', '21913_s.bmp', '21917_s.bmp', '21918_s.bmp', '21919_s.bmp', '21920_s.bmp', '21931_s.bmp', '36257_s.bmp', '36258_s.bmp', '21912_s.bmp', '21913_s.bmp', '21917_s.bmp', '21918_s.bmp', '21919_s.bmp', '21920_s.bmp', '21931_s.bmp')"
CG12287,5,ventral,"('21909_s.bmp', '21911_s.bmp', '21921_s.bmp', '21909_s.bmp', '21911_s.bmp', '21921_s.bmp')"
CG12287,6,dorsal,"('21922_s.bmp', '21922_s.bmp')"
CG12287,6,lateral,"('21923_s.bmp', '21924_s.bmp', '21925_s.bmp', '21930_s.bmp', '21933_s.bmp', '36259_s.bmp', '36263_s.bmp', '21923_s.bmp', '21924_s.bmp', '21925_s.bmp', '21930_s.bmp', '21933_s.bmp', '36259_s.bmp', '36263_s.bmp')"
CG12287,6,ventral,"('21934_s.bmp', '21934_s.bmp')"
CG12288,1,lateral,"('75551_s.bmp',)"
CG12288,2,lateral,"('75552_s.bmp', '75553_s.bmp')"
CG12288,4,lateral,"('75554_s.bmp',)"
CG12288,5,lateral,"('75555_s.bmp', '75556_s.bmp', '75557_s.bmp')"
CG12288,6,lateral,"('75558_s.bmp',)"
CG12288,6,ventral,"('75559_s.bmp',)"
CG12296,4,ventral,"('38182_s.bmp',)"
CG12296,5,dorsal,"('38188_s.bmp', '38189_s.bmp', '38190_s.bmp')"
CG12296,5,lateral,"('38184_s.bmp', '38185_s.bmp', '38186_s.bmp', '38187_s.bmp', '38192_s.bmp', '38193_s.bmp', '38194_s.bmp')"
CG12296,6,dorsal,"('38195_s.bmp', '38196_s.bmp', '38197_s.bmp')"
CG12311,6,dorsal,"('63025_s.bmp',)"
CG12311,6,lateral,"('63021_s.bmp',)"
CG12311,6,ventral,"('63023_s.bmp', '63024_s.bmp')"
CG1232,2,dorsal,"('71498_s.bmp', '71499_s.bmp', '71530_s.bmp')"
CG1232,2,lateral,"('71497_s.bmp', '71500_s.bmp', '71501_s.bmp', '71502_s.bmp', '71503_s.bmp', '71504_s.bmp', '71505_s.bmp', '71506_s.bmp')"
CG1232,3,dorsal,"('71508_s.bmp', '71509_s.bmp', '71514_s.bmp', '71515_s.bmp', '71517_s.bmp', '71518_s.bmp', '71529_s.bmp')"
CG1232,3,lateral,"('71507_s.bmp', '71512_s.bmp', '71513_s.bmp', '71516_s.bmp', '71519_s.bmp', '71528_s.bmp')"
CG1232,5,lateral,"('71520_s.bmp', '71521_s.bmp', '71522_s.bmp')"
CG1232,6,lateral,"('71524_s.bmp', '71525_s.bmp')"
CG1232,6,ventral,"('71523_s.bmp', '71526_s.bmp', '71527_s.bmp')"
CG12324,2,lateral,"('49753_s.bmp', '49754_s.bmp')"
CG12324,3,lateral,"('49755_s.bmp',)"
CG12324,4,lateral,"('49756_s.bmp',)"
CG12324,5,lateral,"('49758_s.bmp', '49759_s.bmp')"
CG12324,6,lateral,"('49760_s.bmp',)"
CG1233,1,lateral,"('22746_s.bmp',)"
CG1233,2,lateral,"('22748_s.bmp', '22749_s.bmp')"
CG1233,3,lateral,"('22750_s.bmp', '22751_s.bmp')"
CG1233,4,lateral,"('22753_s.bmp',)"
CG1233,5,lateral,"('22754_s.bmp',)"
CG1233,6,ventral,"('22755_s.bmp',)"
CG12338,1,lateral,"('59438_s.bmp',)"
CG12338,6,dorsal,"('59446_s.bmp',)"
CG12338,6,lateral,"('59447_s.bmp',)"
CG12338,6,ventral,"('59442_s.bmp', '59444_s.bmp')"
CG1234,2,dorsal,"('58129_s.bmp',)"
CG1234,2,lateral,"('58130_s.bmp',)"
CG1234,3,lateral,"('58138_s.bmp',)"
CG1234,4,lateral,"('58132_s.bmp',)"
CG1234,5,dorsal,"('58134_s.bmp',)"
CG1234,6,dorsal,"('58135_s.bmp', '58136_s.bmp')"
CG12345,6,dorsal,"('37704_s.bmp',)"
CG12345,6,lateral,"('37703_s.bmp', '37705_s.bmp')"
CG12345,6,ventral,"('37706_s.bmp', '37707_s.bmp')"
CG12350,6,dorsal,"('39127_s.bmp',)"
CG12350,6,lateral,"('39126_s.bmp', '39128_s.bmp', '39129_s.bmp')"
CG12352,1,lateral,"('60829_s.bmp',)"
CG12352,2,lateral,"('60830_s.bmp',)"
CG12352,3,dorsal,"('60833_s.bmp',)"
CG12352,3,lateral,"('60831_s.bmp', '60832_s.bmp')"
CG12352,5,lateral,"('60836_s.bmp',)"
CG12352,6,dorsal,"('60838_s.bmp',)"
CG12352,6,lateral,"('60837_s.bmp', '60840_s.bmp')"
CG1236,1,lateral,"('55868_s.bmp',)"
CG1236,5,lateral,"('55871_s.bmp', '55872_s.bmp', '55877_s.bmp', '55878_s.bmp')"
CG1236,5,ventral,"('55876_s.bmp',)"
CG1236,6,lateral,"('55873_s.bmp',)"
CG1236,6,ventral,"('55880_s.bmp',)"
CG12360,1,lateral,"('27060_s.bmp',)"
CG12360,2,lateral,"('27053_s.bmp',)"
CG12360,3,lateral,"('27054_s.bmp',)"
CG12360,4,dorsal,"('27055_s.bmp',)"
CG12360,5,lateral,"('27056_s.bmp',)"
CG12360,6,dorsal,"('27057_s.bmp',)"
CG12360,6,lateral,"('27058_s.bmp',)"
CG12360,6,ventral,"('27059_s.bmp', '27061_s.bmp')"
CG12366,1,lateral,"('75133_s.bmp',)"
CG12366,2,lateral,"('75134_s.bmp', '75139_s.bmp', '75140_s.bmp')"
CG12366,2,ventral,"('75141_s.bmp', '75142_s.bmp', '75143_s.bmp')"
CG12366,3,lateral,"('75144_s.bmp',)"
CG12366,4,lateral,"('75135_s.bmp',)"
CG12366,4,ventral,"('75136_s.bmp',)"
CG12369,1,lateral,"('57849_s.bmp', '57850_s.bmp')"
CG12369,2,dorsal,"('57851_s.bmp', '57852_s.bmp', '57853_s.bmp')"
CG12369,2,lateral,"('57798_s.bmp', '57800_s.bmp', '57881_s.bmp')"
CG12369,2,ventral,"('57797_s.bmp', '57802_s.bmp', '57854_s.bmp')"
CG12369,3,dorsal,"('57812_s.bmp',)"
CG12369,3,lateral,"('57803_s.bmp', '57804_s.bmp', '57873_s.bmp')"
CG12369,3,ventral,"('57805_s.bmp', '57872_s.bmp')"
CG12369,4,lateral,"('57807_s.bmp', '57808_s.bmp', '57809_s.bmp', '57883_s.bmp')"
CG12369,4,ventral,"('57810_s.bmp', '57811_s.bmp')"
CG12369,5,dorsal,"('57875_s.bmp', '57878_s.bmp', '57879_s.bmp', '57880_s.bmp')"
CG12369,5,lateral,"('57876_s.bmp', '57877_s.bmp')"
CG12369,6,dorsal,"('57828_s.bmp', '57841_s.bmp')"
CG12369,6,lateral,"('57827_s.bmp', '57832_s.bmp', '57833_s.bmp')"
CG12369,6,ventral,"('57840_s.bmp',)"
CG12374,5,dorsal,"('43218_s.bmp', '43219_s.bmp', '43220_s.bmp')"
CG12374,5,lateral,"('43217_s.bmp', '43221_s.bmp', '43222_s.bmp', '43223_s.bmp')"
CG12374,6,dorsal,"('43225_s.bmp',)"
CG12374,6,lateral,"('43224_s.bmp', '43226_s.bmp')"
CG12374,6,ventral,"('43227_s.bmp',)"
CG12384,1,lateral,"('20241_s.bmp',)"
CG12384,6,lateral,"('20246_s.bmp', '20248_s.bmp')"
CG12391,1,lateral,"('15007_s.bmp',)"
CG12391,2,lateral,"('15015_s.bmp',)"
CG12391,3,lateral,"('15008_s.bmp',)"
CG12391,4,lateral,"('15009_s.bmp',)"
CG12391,5,dorsal,"('15012_s.bmp',)"
CG12391,5,lateral,"('15010_s.bmp', '15011_s.bmp', '15013_s.bmp')"
CG12391,6,lateral,"('15014_s.bmp',)"
CG12399,1,lateral,"('40059_s.bmp',)"
CG12399,2,lateral,"('40060_s.bmp',)"
CG12399,5,dorsal,"('40065_s.bmp',)"
CG12399,5,lateral,"('40064_s.bmp', '40066_s.bmp')"
CG12399,5,ventral,"('40063_s.bmp',)"
CG12399,6,lateral,"('40067_s.bmp',)"
CG12399,6,ventral,"('40068_s.bmp',)"
CG12403,1,lateral,"('47826_s.bmp', '8794_s.bmp')"
CG12403,5,dorsal,"('47828_s.bmp',)"
CG12403,5,lateral,"('8798_s.bmp', '8799_s.bmp', '8800_s.bmp', '47829_s.bmp')"
CG12403,6,lateral,"('47830_s.bmp', '47831_s.bmp', '47832_s.bmp', '47833_s.bmp', '47834_s.bmp', '8802_s.bmp')"
CG1242,1,lateral,"('74884_s.bmp', '74885_s.bmp')"
CG1242,2,dorsal,"('74886_s.bmp', '74887_s.bmp')"
CG1242,2,lateral,"('74888_s.bmp', '74889_s.bmp', '74920_s.bmp')"
CG1242,2,ventral,"('74890_s.bmp',)"
CG1242,3,dorsal,"('74928_s.bmp', '74929_s.bmp')"
CG1242,3,lateral,"('74891_s.bmp', '74893_s.bmp', '74894_s.bmp', '74896_s.bmp')"
CG1242,4,dorsal,"('74899_s.bmp', '74900_s.bmp', '74930_s.bmp')"
CG1242,4,lateral,"('74901_s.bmp', '74902_s.bmp')"
CG1242,4,ventral,"('74897_s.bmp', '74898_s.bmp', '74916_s.bmp', '74932_s.bmp')"
CG1242,5,dorsal,"('74903_s.bmp', '74904_s.bmp', '74910_s.bmp', '74911_s.bmp')"
CG1242,5,lateral,"('74905_s.bmp', '74908_s.bmp', '74909_s.bmp', '74912_s.bmp', '74913_s.bmp', '74914_s.bmp')"
CG1242,6,dorsal,"('74921_s.bmp',)"
CG1242,6,lateral,"('74915_s.bmp', '74918_s.bmp', '74919_s.bmp', '74924_s.bmp')"
CG1242,6,ventral,"('74925_s.bmp', '74927_s.bmp')"
CG12420,2,dorsal,"('75151_s.bmp', '75152_s.bmp', '75153_s.bmp')"
CG12420,2,lateral,"('75147_s.bmp', '75149_s.bmp', '75150_s.bmp', '75154_s.bmp', '75155_s.bmp', '75156_s.bmp', '75157_s.bmp', '75158_s.bmp', '75159_s.bmp', '75164_s.bmp', '75165_s.bmp')"
CG12420,3,dorsal,"('75173_s.bmp', '75174_s.bmp')"
CG12420,3,lateral,"('75175_s.bmp', '75176_s.bmp')"
CG12420,4,dorsal,"('75160_s.bmp',)"
CG12420,4,lateral,"('75161_s.bmp',)"
CG12420,5,dorsal,"('75162_s.bmp',)"
CG12420,5,lateral,"('75163_s.bmp',)"
CG12420,5,ventral,"('75148_s.bmp',)"
CG12424,3,lateral,"('75570_s.bmp',)"
CG12424,6,dorsal,"('75564_s.bmp', '75565_s.bmp')"
CG12424,6,lateral,"('75566_s.bmp', '75567_s.bmp', '75568_s.bmp')"
CG12428,1,lateral,"('10870_s.bmp', '66875_s.bmp', '66875_s.bmp')"
CG12428,2,lateral,"('66902_s.bmp', '66902_s.bmp', '10871_s.bmp', '10872_s.bmp')"
CG12428,3,lateral,"('10873_s.bmp', '10874_s.bmp', '66876_s.bmp', '66876_s.bmp')"
CG12428,4,ventral,"('10882_s.bmp', '10882_s.bmp')"
CG12428,6,dorsal,"('10880_s.bmp', '10881_s.bmp', '10883_s.bmp', '10880_s.bmp', '10881_s.bmp', '10883_s.bmp')"
CG12428,6,lateral,"('66879_s.bmp', '66879_s.bmp', '10879_s.bmp', '10878_s.bmp', '10879_s.bmp')"
CG12428,6,ventral,"('10877_s.bmp', '10877_s.bmp')"
CG12449,6,dorsal,"('40072_s.bmp', '40075_s.bmp')"
CG12449,6,lateral,"('40074_s.bmp',)"
CG12449,6,ventral,"('40073_s.bmp',)"
CG1245,1,lateral,"('35313_s.bmp',)"
CG1245,2,ventral,"('35314_s.bmp',)"
CG1245,3,lateral,"('35315_s.bmp',)"
CG1245,5,lateral,"('35316_s.bmp',)"
CG1245,6,dorsal,"('35318_s.bmp',)"
CG1245,6,lateral,"('35317_s.bmp',)"
CG1246,6,lateral,"('24883_s.bmp',)"
CG1246,6,ventral,"('24884_s.bmp',)"
CG12478,5,lateral,"('57689_s.bmp',)"
CG12478,5,ventral,"('57690_s.bmp', '57691_s.bmp')"
CG12478,6,dorsal,"('57697_s.bmp',)"
CG12478,6,lateral,"('57700_s.bmp',)"
CG12489,2,dorsal,"('52461_s.bmp',)"
CG12489,2,lateral,"('52462_s.bmp', '52476_s.bmp', '52477_s.bmp')"
CG12489,2,ventral,"('52487_s.bmp',)"
CG12489,3,dorsal,"('52465_s.bmp',)"
CG12489,3,lateral,"('52463_s.bmp', '52464_s.bmp', '52466_s.bmp')"
CG12489,4,lateral,"('52467_s.bmp', '52469_s.bmp', '52470_s.bmp', '52473_s.bmp')"
CG12489,4,ventral,"('52471_s.bmp', '52474_s.bmp', '52475_s.bmp')"
CG12489,5,dorsal,"('52479_s.bmp',)"
CG12489,5,lateral,"('52478_s.bmp',)"
CG12489,5,ventral,"('52482_s.bmp', '52483_s.bmp', '52484_s.bmp')"
CG12493,5,lateral,"('71793_s.bmp', '71794_s.bmp', '71796_s.bmp')"
CG12493,5,ventral,"('71795_s.bmp',)"
CG12493,6,dorsal,"('71797_s.bmp', '71798_s.bmp')"
CG1250,1,lateral,"('4546_s.bmp',)"
CG1250,2,dorsal,"('4547_s.bmp',)"
CG1250,3,lateral,"('4550_s.bmp',)"
CG1250,4,dorsal,"('4552_s.bmp', '4553_s.bmp')"
CG1250,5,dorsal,"('4557_s.bmp',)"
CG1250,5,lateral,"('4554_s.bmp', '4556_s.bmp', '4558_s.bmp', '4559_s.bmp', '4560_s.bmp', '4562_s.bmp', '4563_s.bmp', '4565_s.bmp', '4566_s.bmp')"
CG1250,5,ventral,"('4564_s.bmp',)"
CG1250,6,lateral,"('4569_s.bmp', '4570_s.bmp')"
CG1250,6,ventral,"('4567_s.bmp', '4568_s.bmp', '4571_s.bmp', '4572_s.bmp')"
CG1252,6,dorsal,"('41019_s.bmp', '41023_s.bmp')"
CG1252,6,lateral,"('41020_s.bmp', '41021_s.bmp', '41024_s.bmp')"
CG12530,1,lateral,"('6963_s.bmp',)"
CG12530,2,lateral,"('6964_s.bmp',)"
CG12530,3,lateral,"('6965_s.bmp', '6972_s.bmp')"
CG12530,4,lateral,"('6966_s.bmp', '6973_s.bmp')"
CG12530,5,lateral,"('6967_s.bmp', '6968_s.bmp', '6975_s.bmp', '6976_s.bmp')"
CG12530,5,ventral,"('6974_s.bmp',)"
CG12530,6,dorsal,"('6970_s.bmp',)"
CG12530,6,lateral,"('6971_s.bmp',)"
CG12537,3,lateral,"('75708_s.bmp', '75709_s.bmp', '75711_s.bmp', '75712_s.bmp')"
CG12537,3,ventral,"('75713_s.bmp',)"
CG12537,4,lateral,"('75715_s.bmp', '75716_s.bmp')"
CG12537,4,ventral,"('75714_s.bmp',)"
CG12576,1,lateral,"('33886_s.bmp',)"
CG12576,2,dorsal,"('33895_s.bmp',)"
CG12576,2,lateral,"('33887_s.bmp',)"
CG12576,3,lateral,"('33888_s.bmp',)"
CG12576,4,lateral,"('33889_s.bmp',)"
CG12576,6,dorsal,"('33893_s.bmp', '33894_s.bmp')"
CG12576,6,lateral,"('33891_s.bmp',)"
CG12576,6,ventral,"('33890_s.bmp',)"
CG1258,1,lateral,"('31055_s.bmp',)"
CG1258,2,lateral,"('31056_s.bmp',)"
CG1258,4,ventral,"('31058_s.bmp',)"
CG1258,5,lateral,"('31059_s.bmp', '31073_s.bmp')"
CG1258,6,dorsal,"('31062_s.bmp', '31064_s.bmp', '31066_s.bmp', '31074_s.bmp')"
CG1258,6,lateral,"('31071_s.bmp',)"
CG1258,6,ventral,"('31063_s.bmp', '31068_s.bmp')"
CG12581,2,dorsal,"('37547_s.bmp', '37548_s.bmp', '37549_s.bmp', '37552_s.bmp')"
CG12581,2,lateral,"('37553_s.bmp', '37554_s.bmp', '37555_s.bmp', '37563_s.bmp')"
CG12581,2,ventral,"('37551_s.bmp',)"
CG12581,4,lateral,"('37557_s.bmp',)"
CG12581,4,ventral,"('37556_s.bmp',)"
CG12581,5,dorsal,"('37564_s.bmp',)"
CG12581,5,lateral,"('37558_s.bmp', '37559_s.bmp')"
CG12581,6,dorsal,"('37560_s.bmp', '37561_s.bmp')"
CG12582,1,lateral,"('5727_s.bmp',)"
CG12582,5,dorsal,"('5737_s.bmp',)"
CG12582,5,lateral,"('5732_s.bmp', '5733_s.bmp', '5734_s.bmp', '5735_s.bmp', '5736_s.bmp', '5738_s.bmp')"
CG12582,6,lateral,"('5740_s.bmp', '5741_s.bmp')"
CG12582,6,ventral,"('5739_s.bmp', '5742_s.bmp', '5743_s.bmp')"
CG1259,1,lateral,"('39130_s.bmp', '39130_s.bmp')"
CG1259,6,dorsal,"('39132_s.bmp', '39134_s.bmp', '39132_s.bmp', '39134_s.bmp')"
CG1259,6,lateral,"('39136_s.bmp', '39136_s.bmp')"
CG12592,1,lateral,"('45107_s.bmp',)"
CG12592,2,lateral,"('45108_s.bmp', '45109_s.bmp')"
CG12592,3,lateral,"('45127_s.bmp',)"
CG12592,4,dorsal,"('45129_s.bmp',)"
CG12592,4,lateral,"('45128_s.bmp',)"
CG12592,5,dorsal,"('45110_s.bmp',)"
CG12592,5,lateral,"('45111_s.bmp', '45112_s.bmp')"
CG12592,6,dorsal,"('45113_s.bmp', '45115_s.bmp', '45118_s.bmp')"
CG12592,6,lateral,"('45114_s.bmp', '45121_s.bmp')"
CG12592,6,ventral,"('45122_s.bmp',)"
CG1264,1,lateral,"('19747_s.bmp',)"
CG1264,2,lateral,"('19748_s.bmp', '19749_s.bmp')"
CG1264,2,ventral,"('19769_s.bmp',)"
CG1264,3,dorsal,"('19751_s.bmp',)"
CG1264,3,ventral,"('19750_s.bmp', '19752_s.bmp')"
CG1264,4,lateral,"('19755_s.bmp', '19756_s.bmp')"
CG1264,4,ventral,"('19754_s.bmp', '19767_s.bmp')"
CG1264,5,lateral,"('19758_s.bmp', '19759_s.bmp', '19768_s.bmp')"
CG1264,5,ventral,"('19757_s.bmp',)"
CG1264,6,dorsal,"('19763_s.bmp', '19764_s.bmp')"
CG1264,6,lateral,"('19760_s.bmp', '19761_s.bmp', '19762_s.bmp', '19765_s.bmp', '19766_s.bmp')"
